uID,link, desig, details, org, loc, exp, keyskills, descl, salary 
1250,https://www.naukri.com/job-listings-Administrator-Networking-Infrastructure-Wipro-Ltd-Mumbai-Mumbai-3-to-8-years-160517901781?src=jobsearchDesk&sid=14957740032874&xp=8,Administrator Networking Infrastructure,Administrator Networking Infrastructure,Wipro Ltd,Mumbai Mumbai,3-8 yrs,Network Data Admin,Key skills required for the job are: Network Data Admin (Mandatory) Cisco Nexus Switches As a Senior ...,Not disclosed
1251,https://www.naukri.com/job-listings-Net-Architect-Mvc-sql-Server-Softtech-Career-Infosystem-Pvt-Ltd-Hyderabad-5-to-8-years-291016900111?src=jobsearchDesk&sid=14957740032874&xp=9,.Net Architect - Mvc/sql Server,.Net Architect - Mvc/sql Server,Softtech Career Infosystem Pvt. Ltd,Hyderabad,5-8 yrs,XML SOAP HTML WSDL Web Services Javascript Java MVC .NET Framework...,Preferred Qualifications:    - Experience with implementation of large enterprise systems that ...,Not disclosed
1252,https://www.naukri.com/job-listings-Junior-Research-Fellow-Indian-School-of-Mines-Dhanbad-Dhanbad-1-to-1-years-290316900055?src=jobsearchDesk&sid=14957740032874&xp=10,Junior Research Fellow,Junior Research Fellow,Indian School of Mines Dhanbad,Dhanbad,,,,Not disclosed
1253,https://www.naukri.com/job-listings-Project-Manager-Telecom-Chennai-HR-India-Solutions-Chennai-2-to-7-years-250417006977?src=jobsearchDesk&sid=14957740032874&xp=11,Project Manager || Telecom || Chennai,Project Manager || Telecom || Chennai,HR India Solutions,Chennai,2-7 yrs,Project Management, Required Immediate Joiners   Mandatory - PMP Certified / Prince 2 Certified ...,225000 - 600000 P.A.
1254,https://www.naukri.com/job-listings-Urgently-Looking-For-Project-Manager-into-Top-IT-Sector-in-Chennai-HR-India-Solutions-Chennai-2-to-6-years-250417004015?src=jobsearchDesk&sid=14957740032874&xp=12,Urgently Looking For Project Manager into Top IT Sector in Chennai,Urgently Looking For Project Manager into Top IT Sector in Chennai,HR India Solutions,Chennai,2-6 yrs,Project Management Prince2 PMI PMP ITIL Certified Service Delivery...," Rotational Shifts    Roles and Responsibilities	  Responsible for all ...",300000 - 650000 P.A.
1255,https://www.naukri.com/job-listings-AVP-Linux-Engineer-Position-Open-for-US-Based-Financial-Company-a2HR-Consultants-Pvt-Ltd-Hyderabad-9-to-14-years-210417006976?src=jobsearchDesk&sid=14957740032874&xp=13,AVP Linux Engineer Position Open for US Based Financial Company,AVP Linux Engineer Position Open for US Based Financial Company,a2HR Consultants Pvt Ltd,Hyderabad,9-14 yrs,linux,Position Title:- AVP Linux Engineer Job Description Essential Responsibilities  Develop and ...,Not disclosed
1256,https://www.naukri.com/job-listings-AVP-Position-open-for-Linux-Engineer-hyderabad-Location-a2HR-Consultants-Pvt-Ltd-Hyderabad-8-to-13-years-210417006462?src=jobsearchDesk&sid=14957740032874&xp=14,AVP Position open for Linux Engineer_hyderabad Location,AVP Position open for Linux Engineer_hyderabad Location,a2HR Consultants Pvt Ltd,Hyderabad,8-13 yrs,Redhat Linux vmware shell perl ruby,Position: AVP Linux Engineer Essential Responsibilities  Develop and maintain Linux build ISO ...,Not disclosed
1257,https://www.naukri.com/job-listings-Vmware-Specialist-CMMI-Level5-Company-chennai-Quess-Corp-Ltd-Magna-Infotech-Chennai-Pune-5-to-10-years-200417900509?src=jobsearchDesk&sid=14957740032874&xp=15,Vmware Specialist - CMMI Level5 Company - &chennai;,Vmware Specialist - CMMI Level5 Company - &chennai;,Quess Corp Ltd (Magna Infotech),Chennai Pune,5-10 yrs,Group Policy VMware Vsphere ESXI Windows Server Active Directory...,We have an immediate Opening for Window + Vmware in Pune and Chennai Location Mode of Employment: ...,Not disclosed
1258,https://www.naukri.com/job-listings-Research-Lead-IT-Security-Cyber-Security-for-an-MNC-Careernet-Technologies-Pvt-Ltd-Bengaluru-3-to-5-years-170317005560?src=jobsearchDesk&sid=14957740032874&xp=16,Research Lead ( IT Security / Cyber Security) for an MNC,Research Lead ( IT Security / Cyber Security) for an MNC,Careernet Technologies Pvt Ltd,Bengaluru,3-5 yrs,Cyber Security IT Security,Looking for candidates with strong research experience in Cyber Security Assessments and ...,1500000 - 2000000 P.A.
1259,https://www.naukri.com/job-listings-Lead-Software-Developer-NetCracker-Technology-Solutions-India-Pvt-Ltd-Pune-7-to-10-years-130417900831?src=jobsearchDesk&sid=14957740032874&xp=17,Lead Software Developer,Lead Software Developer,NetCracker Technology Solutions (India) Pvt Ltd,Pune,7-10 yrs,J2Ee XML JSP EJB Weblogic UML PLSQL JDBC XSLT Oracle 10G,Responsibilities:      Work on NetCracker BSS/  OSS product development projects;  Software ...,Not disclosed
1260,https://www.naukri.com/job-listings-Expert-Programmer-Net-ASP-C-Softtech-Career-Infosystem-Pvt-Ltd-Hyderabad-5-to-10-years-120116900195?src=jobsearchDesk&sid=14957740032874&xp=18,Expert Programmer - .Net / ASP / C#,Expert Programmer - .Net / ASP / C#,Softtech Career Infosystem Pvt. Ltd,Hyderabad,5-10 yrs,ASP.Net WCF C# MS SQL Server .NET Framework C#.Net Javascript...,Position Description  - Acts as an expert programmer. Relies on experience and judgment to plan ...,Not disclosed
1261,https://www.naukri.com/job-listings-Java-Developer-lead-NetCracker-Technology-Solutions-India-Pvt-Ltd-Pune-3-to-8-years-110417002456?src=jobsearchDesk&sid=14957740032874&xp=19,Java Developer/lead,Java Developer/lead,NetCracker Technology Solutions (India) Pvt Ltd,Pune,3-8 yrs,Java J2Ee JMS Web Services XML SQL Software Development XSLT...,"Software Engineer (Java/ J2EE+Webservices +SQL) Responsibilities:  	Work on NetCracker BSS/OSS ...",Not disclosed
1262,https://www.naukri.com/job-listings-Lead-Cloud-Operations-Engineer-GAMA-Management-Consultancy-Bengaluru-Bommanahalli-10-to-15-years-100417001917?src=jobsearchDesk&sid=14957740032874&xp=20,Lead Cloud Operations Engineer,Lead Cloud Operations Engineer,GAMA Management Consultancy,Bengaluru(Bommanahalli),10-15 yrs,MySQL NoSQL Graphite PHP MongoDB Cassandra NAGIOS Open Source AWS...,The Lead Cloud Operations engineer will be part the Operations team that has an exciting and challenging ...,Not disclosed
1263,https://www.naukri.com/job-listings-Senior-Network-Security-Engineer-Juniper-MAG-Trysol-Global-Services-Bengaluru-5-to-9-years-080417900117?src=jobsearchDesk&sid=14957740032874&xp=21,Senior Network Security Engineer - Juniper MAG,Senior Network Security Engineer - Juniper MAG,Trysol Global Services,Bengaluru,5-9 yrs,Networking Firewall Bluecoat Checkpoint F5 Juniper VPN...,Primary skillset:  Hands-on experience on Juniper MAG devices.  Added advantage would be ...,Not disclosed
1264,https://www.naukri.com/job-listings-Excellent-Opening-for-the-Position-of-IT-Head-with-our-Client-MS-Prudential-Travels-Pvt-Ltd-Mumbai-18-to-28-years-080417003660?src=jobsearchDesk&sid=14957740032874&xp=22,Excellent Opening for the Position of IT Head with our Client,Excellent Opening for the Position of IT Head with our Client,MS Prudential Travels Pvt Ltd,Mumbai,18-28 yrs,ASP.Net MS SQL Server JQuery C# VB.NET Javascript Visual Studio...,We are having very good opening with our client for the position of IT Head    Key ...,Not disclosed
1265,https://www.naukri.com/job-listings-Project-Manager-Network-pmo-Softtech-Career-Infosystem-Pvt-Ltd-Hyderabad-5-to-10-years-011015900023?src=jobsearchDesk&sid=14957740032874&xp=23,Project Manager - Network/pmo,Project Manager - Network/pmo,Softtech Career Infosystem Pvt. Ltd,Hyderabad,5-10 yrs,Project Management PMO Project Scheduling Planning...,This position will be primarily responsible for Network Services Project portfolio initiatives under ...,Not disclosed
1266,https://www.naukri.com/job-listings-Manager-IT-Systems-HR-India-Solutions-Mumbai-2-to-5-years-260417501925?src=jobsearchDesk&sid=14957740032874&xp=24,Manager IT Systems,Manager IT Systems,HR India Solutions,Mumbai,2-5 yrs,Analytics Policies ERP Information technology Information security...,,Not disclosed
1267,https://www.naukri.com/job-listings-Outage-Specialist-Senior-APAC-Ernst-Young-Kochi-3-to-4-years-240517500609?src=jobsearchDesk&sid=14957740032874&xp=25,Outage Specialist Senior- APAC,Outage Specialist Senior- APAC,Ernst Young,Kochi,3-4 yrs,Senior Specialist Technical support microsoft Service...,,Not disclosed
1268,https://www.naukri.com/job-listings-Fresh-and-tasty-food-delivery-FoodVista-India-Pvt-Ltd-Bengaluru-2-to-7-years-240517500444?src=jobsearchDesk&sid=14957740032874&xp=26,Fresh and tasty food delivery,Fresh and tasty food delivery,FoodVista India Pvt. Ltd.,Bengaluru,2-7 yrs,Automation Analytical Information technology puter science Time...,,Not disclosed
1269,https://www.naukri.com/job-listings-IT-Security-Analyst-Cautela-Labs-Mumbai-3-to-8-years-240517500436?src=jobsearchDesk&sid=14957740032874&xp=27,IT Security Analyst,IT Security Analyst,Cautela Labs,Mumbai,3-8 yrs,IT Security Analyst Service Networking Tools Information technology...,,Not disclosed
1270,https://www.naukri.com/job-listings-Psychiatrist-T-A-Solutions-punjab-5-to-10-years-220517501053?src=jobsearchDesk&sid=14957740032874&xp=28,Psychiatrist,Psychiatrist,T & A Solutions,punjab,5-10 yrs,CV Copyright hr solutions Information technology talent...,,Not disclosed
1271,https://www.naukri.com/job-listings-Designation-QA-testing-T-A-Solutions-Mohali-2-to-7-years-220517500739?src=jobsearchDesk&sid=14957740032874&xp=29,Designation: QA testing,Designation: QA testing,T & A Solutions,Mohali,2-7 yrs,Copyright hr solutions QA testing Information technology ISO 9001...,,Not disclosed
1272,https://www.naukri.com/job-listings-Network-Engineer-CERNER-HEALTHCARE-SOLUTIONS-PVT-LTD-Bengaluru-1-to-2-years-100517901184?src=jobsearchDesk&sid=14957740032874&xp=30,Network Engineer,Network Engineer,CERNER HEALTHCARE SOLUTIONS PVT LTD,Bengaluru,1-2 yrs,LAN CCNA WAN MPLS WiFi VLAN Monitoring STP Tools VRRP,Job Summary     Responsible for handling Installations Monitoring Configurations Maintenance ...,Not disclosed
1273,https://www.naukri.com/job-listings-Information-Technology-IT-BRAINyard-India-P-Ltd-Delhi-Delhi-2-to-5-years-270815500342?src=jobsearchDesk&sid=14957740032874&xp=31,Information Technology (IT),Information Technology (IT),BRAINyard India (P) Ltd.,Delhi Delhi,2-5 yrs,java sql javascript ajax python data structures algorithms...,,Not disclosed
1274,https://www.naukri.com/job-listings-Information-Technology-IT-BRAINyard-India-P-Ltd-Delhi-1-to-6-years-191015500879?src=jobsearchDesk&sid=14957740032874&xp=32,Information Technology (IT),Information Technology (IT),BRAINyard India (P) Ltd,Delhi,1-6 yrs,java sql javascript ajax python data structures algorithms...,,Not disclosed
1275,https://www.naukri.com/job-listings-Cloud-Administrator-Information-Technology-Ugam-India-5-to-7-years-190416500403?src=jobsearchDesk&sid=14957740032874&xp=33,Cloud Administrator -  Information Technology,Cloud Administrator -  Information Technology,Ugam,India,5-7 yrs,technical support customer support troubleshooting linux dns perl...,,Not disclosed
1276,https://www.naukri.com/job-listings-Information-Technology-Full-Time-Faculty-Aesics-Ahmedabad-2-to-5-years-170316500122?src=jobsearchDesk&sid=14957740032874&xp=34,Information Technology (Full Time Faculty),Information Technology (Full Time Faculty),Aesics,Ahmedabad,2-5 yrs,Teaching Educator Counselor Mentor Trainer Advisor,,Not disclosed
1277,https://www.naukri.com/job-listings-Server-Administrator-Information-Technology-Ugam-Solutions-Mumbai-Coimbatore-Mumbai-Coimbatore-2-to-4-years-150915501160?src=jobsearchDesk&sid=14957740032874&xp=35,Server Administrator - Information Technology,Server Administrator - Information Technology,Ugam Solutions,Mumbai Coimbatore Mumbai Coimbatore,2-4 yrs,san information security nas windows server information technology...,,Not disclosed
1278,https://www.naukri.com/job-listings-Server-Administrator-Information-Technology-Ugam-Solutions-Mumbai-Coimbatore-2-to-4-years-050417502684?src=jobsearchDesk&sid=14957740032874&xp=36,Server Administrator  -  Information Technology,Server Administrator  -  Information Technology,Ugam Solutions,Mumbai Coimbatore,2-4 yrs,san information security nas windows server information technology...,,Not disclosed
1279,https://www.naukri.com/job-listings-Server-Administrator-Information-Technology-Ugam-Solutions-Mumbai-Coimbatore-2-to-4-years-290116501255?src=jobsearchDesk&sid=14957740032874&xp=37,Server Administrator -  Information Technology,Server Administrator -  Information Technology,Ugam Solutions,Mumbai Coimbatore,2-4 yrs,san information security nas windows server ckup functions procedures...,,Not disclosed
1280,https://www.naukri.com/job-listings-Full-Stack-Developer-Java-javascript-Confidential-Bengaluru-2-to-7-years-250317901078?src=jobsearchDesk&sid=14957740032874&xp=38,Full Stack Developer - Java/javascript,Full Stack Developer - Java/javascript,Confidential,Bengaluru,2-7 yrs,Javascript Karma Node.Js CSS Angularjs Html5 MongoDB Java NoSQL...,ESSENTIAL SKILLS :  1. Technical :  - Server-side Java development experience with ...,Not disclosed
1281,https://www.naukri.com/job-listings-Information-Technology-Milliman-Gurgaon-5-to-7-years-230517500552?src=jobsearchDesk&sid=14957740032874&xp=39,Information Technology,Information Technology,Milliman,Gurgaon,5-7 yrs,Manager Quality Assurance Subject Matter Expert Android iPhone QTP...,,Not disclosed
1282,https://www.naukri.com/job-listings-Information-Technology-Milliman-Gurgaon-4-to-8-years-230517500055?src=jobsearchDesk&sid=14957740032874&xp=40,Information Technology,Information Technology,Milliman,Gurgaon,4-8 yrs,Implementation Analyst SQL SSIS SSRS Information technology...,,Not disclosed
1283,https://www.naukri.com/job-listings-Employee-Services-Delivery-Manager-Information-Technology-P-G-India-1-to-3-years-220517501845?src=jobsearchDesk&sid=14957740032874&xp=41,Employee Services Delivery Manager - Information Technology,Employee Services Delivery Manager - Information Technology,P&G;,India,1-3 yrs,Project management LAN WANProject Coordinator Soft skills...,,Not disclosed
1284,https://www.naukri.com/job-listings-Chief-Marketing-Officer-CMO-VITASTA-CONSULTING-PVT-LTD-Mumbai-12-to-15-years-210417003535?src=jobsearchDesk&sid=14957740032874&xp=42,Chief Marketing Officer - CMO,Chief Marketing Officer - CMO,VITASTA CONSULTING PVT LTD,Mumbai,12-15 yrs,Sales Management Product Marketing New Business Development Distribution..., Role &amp; Responsibility:   Overseeing the planning development and ...,Not disclosed
1285,https://www.naukri.com/job-listings-Technical-Account-Manager-TAM-US-Shift-Zscaler-Softech-India-Private-Limited-Bengaluru-Chandigarh-7-to-12-years-280317001069?src=jobsearchDesk&sid=14957740032874&xp=43,Technical Account Manager- TAM (US Shift),Technical Account Manager- TAM (US Shift),Zscaler Softech India Private Limited,Bengaluru Chandigarh,7-12 yrs,Active Directory Networking DNS Technical Support US Shift...,As a Zscaler Technical Account Manager (TAM) you will provide world-class post-sales engineering and ...,1200000 - 2000000 P.A.
1286,https://www.naukri.com/job-listings-Sales-Manager-Data-Center-cloud-managed-Services-system-Integration-People-Powered-Solutions-Mumbai-10-to-18-years-120417007035?src=jobsearchDesk&sid=14957740032874&xp=44,Sales Manager : Data Center/cloud/managed Services/system Integration,Sales Manager : Data Center/cloud/managed Services/system Integration,People Powered Solutions,Mumbai,10-18 yrs,Sales Selling Managed Services Account Manager Cloud Sales IT Sales...,Dear Candidate  We have an excellent opportunity with The Largest Information and ...,Not disclosed
1287,https://www.naukri.com/job-listings-Sales-Manager-Data-Center-cloud-managed-Services-system-Integration-People-Powered-Solutions-Bengaluru-Chennai-Hyderabad-10-to-18-years-120417006981?src=jobsearchDesk&sid=14957740032874&xp=45,Sales Manager : Data Center/cloud/managed Services/system Integration,Sales Manager : Data Center/cloud/managed Services/system Integration,People Powered Solutions,Bengaluru Chennai Hyderabad,10-18 yrs,Sales Selling Managed Services Account Manager Cloud Sales IT Sales...,Dear Candidate  We have an excellent opportunity with The Largest Information and ...,Not disclosed
1288,https://www.naukri.com/job-listings-SIEM-Monitoring-Lead-10-to-15-Yrs-pune-Anlage-Infotech-I-Pvt-Ltd-Pune-10-to-15-years-110417009701?src=jobsearchDesk&sid=14957740032874&xp=46,SIEM Monitoring Lead-(10 to 15 Yrs)-pune,SIEM Monitoring Lead-(10 to 15 Yrs)-pune,Anlage Infotech (I) Pvt. Ltd.,Pune,10-15 yrs,SIEM Arcsight Splunk IDS firewall checkpoint network security...,Dear Candidate  Greetings!  Currently we are looking for Security Lead experience for ...,Not disclosed
1289,https://www.naukri.com/job-listings-Channel-Sales-Manager-Datacenter-Managed-Services-Cloud-SI-People-Powered-Solutions-Mumbai-8-to-13-years-050417007756?src=jobsearchDesk&sid=14957740032874&xp=47,Channel Sales Manager : Datacenter/ Managed Services/ Cloud/ SI,Channel Sales Manager : Datacenter/ Managed Services/ Cloud/ SI,People Powered Solutions,Mumbai,8-13 yrs,Channel Sales channel management channel sales manager Sales Manager...,Dear Candidate  We have an excellent opportunity with The Largest Information and ...,Not disclosed
1290,https://www.naukri.com/job-listings-Net-Developer-Asp-c-sql-Server-vb-Mahale-TMG-Group-Delhi-NCR-Noida-2-to-5-years-010417900366?src=jobsearchDesk&sid=14957740032874&xp=48,.Net Developer - Asp/c#/sql Server/vb,.Net Developer - Asp/c#/sql Server/vb,Mahale TMG Group,Delhi NCR Noida,2-5 yrs,ASP.Net C# SQL Server MVC VB.NET Windows Application .NET Framework...,Requisition Title:.NET Developer (Intellisoft Technologies)  Job Role:Finding information about ...,Not disclosed
1291,https://www.naukri.com/job-listings-Hiring-for-Consultant-it-Audit-and-Itgc-gurgaon-2Coms-Consulting-Pvt-Ltd-Delhi-NCR-1-to-3-years-290417003502?src=jobsearchDesk&sid=14957740032874&xp=49,Hiring for Consultant-it Audit and Itgc-gurgaon,Hiring for Consultant-it Audit and Itgc-gurgaon,2Coms Consulting Pvt Ltd.,Delhi NCR,1-3 yrs,IT Audit IT SOX ITGC CoBit COSO Information Technology Audit...,,475000 - 750000 P.A.
1292,https://www.naukri.com/job-listings-Engineers-in-Germany-Under-Long-Term-visa-with-Family-7291926405-World-Overseas-Services-Germany-Hong-Kong-1-to-6-years-280616003768?src=jobsearchDesk&sid=14957740032874&xp=50,Engineers in Germany Under Long Term visa with Family!! 7291926405,Engineers in Germany Under Long Term visa with Family!! 7291926405,World Overseas Services,Germany Hong Kong,1-6 yrs,qmas immigration programmer developer canada visa world express...,,4000000 - 5000000 P.A. incentives
1293,https://www.naukri.com/job-listings-Software-Subscription-Representative-Bentley-Systems-India-Pvt-Ltd-Kolkata-2-to-5-years-280417900473?src=jobsearchDesk&sid=1495774005121&xp=1,Software Subscription Representative,Software Subscription Representative,Bentley Systems India Pvt Ltd,Kolkata,2-5 yrs,Customer service Service ERP Sales operations Information technology...,,Not disclosed
1294,https://www.naukri.com/job-listings-Mts-Sw-NetApp-Bengaluru-1-to-5-years-260417901142?src=jobsearchDesk&sid=1495774005121&xp=2,Mts Sw,Mts Sw,NetApp,Bengaluru,1-5 yrs,Hibernate Core Java Data structures Agile Coding Service...,Job Summary:    Join rapidly growing Cloud team building SaaS Applications for Data Protection ...,Not disclosed
1295,https://www.naukri.com/job-listings-Single-View-Developer-Teamware-Solutions-QUANTUM-LEAP-CONSULTING-PVT-LTD-Pune-3-to-8-years-270417002714?src=jobsearchDesk&sid=1495774005121&xp=3,Single View Developer,Single View Developer,Teamware Solutions (QUANTUM LEAP CONSULTING PVT  LTD),Pune,3-8 yrs,Gas Oil IT Services International Operations Middle East...,,50000 P.A.
1296,https://www.naukri.com/job-listings-Sr-Manager-Managed-Services-Allscripts-India-pvt-ltd-Pune-5-to-10-years-260417900735?src=jobsearchDesk&sid=1495774005121&xp=4,Sr Manager Managed Services,Sr Manager Managed Services,Allscripts India pvt. ltd.,Pune,5-10 yrs,Business Analyst Healthcare Life insurance IT services Managed services...,,Not disclosed
1297,https://www.naukri.com/job-listings-MS-Associate-Project-Manager-Allscripts-India-pvt-ltd-Pune-1-to-5-years-260417900732?src=jobsearchDesk&sid=1495774005121&xp=5,MS Associate Project Manager,MS Associate Project Manager,Allscripts India pvt. ltd.,Pune,1-5 yrs,Project management Healthcare Business process Process improvement...,,Not disclosed
1298,https://www.naukri.com/job-listings-Email-Deliverability-Specialist-Oracle-India-Pvt-Ltd-Delhi-NCR-Mumbai-Bengaluru-Hyderabad-3-to-8-years-100517002588?src=jobsearchDesk&sid=1495774005121&xp=6,Email Deliverability Specialist,Email Deliverability Specialist,Oracle India Pvt. Ltd.,Delhi NCR Mumbai Bengaluru Hyderabad,3-8 yrs,Eloqua Email Marketing Support Services Project Leading...,,400000 - 900000 P.A.
1299,https://www.naukri.com/job-listings-Recruitment-Consultant-Ethos-HR-Management-Projects-Pvt-Ltd-Ahmedabad-0-to-1-years-260417001418?src=jobsearchDesk&sid=1495774005121&xp=7,Recruitment Consultant,Recruitment Consultant,Ethos HR Management & Projects Pvt. Ltd,Ahmedabad,0-1 yrs,Recruitment Consulting Interviewing HR Sourcing Social Media...,,50000 - 150000 P.A. Incentives
1300,https://www.naukri.com/job-listings-Developer-Associate-ABAP-SAP-India-Pvt-Ltd-Bengaluru-2-to-3-years-080517900867?src=jobsearchDesk&sid=1495774005121&xp=8,Developer Associate- ABAP,Developer Associate- ABAP,SAP India Pvt.Ltd,Bengaluru,2-3 yrs,Developer ABAP ERP SAP Information Technology Technology,   As market leader in enterprise application software  SAP helps companies of all sizes and ...,Not disclosed
1301,https://www.naukri.com/job-listings-Urgent-Opening-of-GIS-Mobile-Developer-Bhopal-Ashkom-Media-India-Private-Limited-Bhopal-2-to-7-years-260417001072?src=jobsearchDesk&sid=1495774005121&xp=9,Urgent Opening of GIS Mobile Developer @ Bhopal,Urgent Opening of GIS Mobile Developer @ Bhopal,Ashkom Media India Private Limited,Bhopal,2-7 yrs,HTML Data Structures Information Technology GIS Android iPhone MAP...,Urgent opening for our reputed client for the position of GIS Mobile Developer  @ Bhopal ...,Not disclosed
1302,https://www.naukri.com/job-listings-Operational-Risk-Consultant-2-ier-Wells-Fargo-India-Solutions-Pvt-Ltd-Hyderabad-2-to-6-years-050517901537?src=jobsearchDesk&sid=1495774005121&xp=10,Operational Risk Consultant 2 (ier),Operational Risk Consultant 2 (ier),Wells Fargo India Solutions Pvt. Ltd.,Hyderabad,2-6 yrs,Financial services BPO Consulting Information technology...,This is one of several positions that will have responsibilities for supporting the Enterprise ...,Not disclosed
1303,https://www.naukri.com/job-listings-Director-vp-Enterprise-Architect-IT-TalPro-Delhi-NCR-Bengaluru-12-to-18-years-240816900807?src=jobsearchDesk&sid=1495774005121&xp=11,Director/vp - Enterprise Architect - IT,Director/vp - Enterprise Architect - IT,TalPro,Delhi NCR Bengaluru,12-18 yrs,Project Management Enterprise Architecture People Management...,The Enterprise Architects works with leadership and subject matter experts to build a holistic view of ...,Not disclosed
1304,https://www.naukri.com/job-listings-Computer-Diploma-Holder-for-IT-Sales-Service-Profile-Nangia-Traders-Jaipur-0-to-2-years-220417001452?src=jobsearchDesk&sid=1495774005121&xp=12,Computer Diploma Holder for IT Sales & Service Profile,Computer Diploma Holder for IT Sales & Service Profile,Nangia Traders,Jaipur,0-2 yrs,Presentation Skills Communication Skills IT Sales erp sales information...,,Not disclosed
1305,https://www.naukri.com/job-listings-SAP-ABAP-Developer-AvenDATA-GmbH-Mumbai-6-to-10-years-200417006015?src=jobsearchDesk&sid=1495774005121&xp=13,SAP / ABAP Developer,SAP / ABAP Developer,AvenDATA GmbH,Mumbai,6-10 yrs,SAP ABAP SAP ABAP ERP SAP Scripts Reporting Information technology...,,Not disclosed
1306,https://www.naukri.com/job-listings-Director-VP-Enterprise-Architect-IT-TalPro-Bengaluru-Delhi-NCR-12-to-18-years-180216900287?src=jobsearchDesk&sid=1495774005121&xp=14,Director / VP - Enterprise Architect - IT,Director / VP - Enterprise Architect - IT,TalPro,Bengaluru Delhi NCR,12-18 yrs,Project Management Enterprise Architecture People Management...,The Enterprise Architects works with leadership and subject matter experts to build a holistic view of ...,Not disclosed
1307,https://www.naukri.com/job-listings-Sales-Account-Manager-REED-ELSEVIER-INDIA-a-part-of-RELX-India-Pvt-Ltd-Mumbai-4-to-9-years-110317000004?src=jobsearchDesk&sid=1495774005121&xp=15,Sales Account Manager,Sales Account Manager,REED ELSEVIER INDIA (a part of RELX India Pvt Ltd),Mumbai,4-9 yrs,Strategic Account Management Key Accounts Strategic Planning...,  Who are we?    Elsevier is a world-leading provider of information solutions that ...,Not disclosed
1308,https://www.naukri.com/job-listings-Senior-Consultant-Actuarial-Life-Premium-Mumbai-3-to-8-years-080517901564?src=jobsearchDesk&sid=1495774005121&xp=16,Senior Consultant - Actuarial Life,Senior Consultant - Actuarial Life,Premium,Mumbai,3-8 yrs,Performance Improvement Project Execution Statutory Reporting...,- The Incumbent will be responsible for executing projects in the Actuarial space  - Provide ...,Not disclosed
1309,https://www.naukri.com/job-listings-Manager-Designing-IoT-Applications-Premium-Jobs-Chennai-6-to-11-years-080517901544?src=jobsearchDesk&sid=1495774005121&xp=17,Manager - Designing IoT Applications,Manager - Designing IoT Applications,Premium-Jobs,Chennai,6-11 yrs,Detailing Software Development Product Engineering Six Sigma High Level...,Roles and responsibilities  - Gathers requirement for IoT applications from inputs of pre-sales ...,Not disclosed
1310,https://www.naukri.com/job-listings-Plsql-Developer-Lead-Pune-India-product-Company-NetCracker-Technology-Solutions-India-Pvt-Ltd-Pune-5-to-10-years-080517001431?src=jobsearchDesk&sid=1495774005121&xp=18,Plsql Developer / Lead:- Pune India (product Company),Plsql Developer / Lead:- Pune India (product Company),NetCracker Technology Solutions (India) Pvt Ltd,Pune,5-10 yrs,SQL Development OSS PL PLSQL Software Development Version Control...,"SQL Developer Responsibilities:  	Work on NetCracker BSS/OSS product development projects ...",Not disclosed
1311,https://www.naukri.com/job-listings-Chief-Technical-Officer-TECHPLUS-DIGITAL-PVT-LTD-Delhi-NCR-Bengaluru-10-to-20-years-060417007833?src=jobsearchDesk&sid=1495774005121&xp=19,Chief Technical Officer,Chief Technical Officer,TECHPLUS DIGITAL PVT LTD,Delhi NCR Bengaluru,10-20 yrs,Cto IT information technology software ites,,1200000 - 2000000 P.A.
1312,https://www.naukri.com/job-listings-Lead-Quality-Assurance-Engineering-Fidelity-Investments-Bengaluru-5-to-10-years-050517901680?src=jobsearchDesk&sid=1495774005121&xp=20,Lead - Quality Assurance Engineering,Lead - Quality Assurance Engineering,Fidelity Investments,Bengaluru,5-10 yrs,Lead  Quality Assurance Engineering Automation Portfolio management...,* Business Unit Overview     Fidelity Investments Management Technology (FIMT) provides ...,Not disclosed
1313,https://www.naukri.com/job-listings-Lead-Software-Engineering-Java-J2EE-Fidelity-Investments-Bengaluru-8-to-13-years-050517901673?src=jobsearchDesk&sid=1495774005121&xp=21,Lead   Software Engineering   Java J2EE,Lead   Software Engineering   Java J2EE,Fidelity Investments,Bengaluru,8-13 yrs,Customer service Tools Oracle Information technology Ideas...,Business Unit Overview Fidelity Investments Management Technology (FIMT) is the business unit that ...,Not disclosed
1314,https://www.naukri.com/job-listings-Lead-Software-Engineering-Java-Fidelity-Investments-Bengaluru-8-to-13-years-050517901671?src=jobsearchDesk&sid=1495774005121&xp=22,Lead   Software Engineering   Java,Lead   Software Engineering   Java,Fidelity Investments,Bengaluru,8-13 yrs,Customer service Tools Oracle Information technology Ideas...,Business Unit Overview Fidelity Investments Management Technology (FIMT) is the business unit that ...,Not disclosed
1315,https://www.naukri.com/job-listings-Senior-Software-Engineer-Java-Fidelity-Investments-Bengaluru-9-to-12-years-050517901652?src=jobsearchDesk&sid=1495774005121&xp=23,Senior Software Engineer  -  Java,Senior Software Engineer  -  Java,Fidelity Investments,Bengaluru,9-12 yrs,Customer service Tools Oracle Information technology Ideas...,Business Unit Overview Fidelity Investments Management Technology (FIMT) is the business unit that ...,Not disclosed
